id_venta,fecha,cliente,ciudad,producto,categoria,cantidad,precio_unitario,importe,importe_std,medio_pago_efectivo,medio_pago_qr,medio_pago_tarjeta,medio_pago_transferencia,precio,email,alta
6,05-05-2024,Uma Sanchez,Mendiolaza,Mix de Frutos Secos 200g,Alimentos,3,3409.0,10227.0,0.47489291257514415,False,False,False,True,3409.0,uma.sanchez@mail.com,01-04-2023
6,05-05-2024,Uma Sanchez,Mendiolaza,Queso Untable 190g,Alimentos,1,1830.0,1830.0,-1.122144132350695,False,False,False,True,1830.0,uma.sanchez@mail.com,01-04-2023
6,05-05-2024,Uma Sanchez,Mendiolaza,Chicle Menta,Alimentos,4,3612.0,14448.0,1.2776907411605873,False,False,False,True,3612.0,uma.sanchez@mail.com,01-04-2023
7,06-05-2024,Mariana Rodriguez,Alta Gracia,Granola 250g,Alimentos,3,4337.0,13011.0,1.0043857234687414,True,False,False,False,4337.0,mariana.rodriguez@mail.com,02-04-2023
8,06-01-2024,Tomas Herrera,Villa Maria,Lavandina 1L,Alimentos,5,1664.0,8320.0,0.11219794476835895,False,False,False,True,1664.0,tomas.herrera@mail.com,07-03-2023
8,06-01-2024,Tomas Herrera,Villa Maria,Queso Rallado 150g,Limpieza,4,3444.0,13776.0,1.1498821316345467,False,False,False,True,3444.0,tomas.herrera@mail.com,07-03-2023
8,06-01-2024,Tomas Herrera,Villa Maria,Vino Blanco 750ml,Limpieza,5,2684.0,13420.0,1.082173999207061,False,False,False,True,2684.0,tomas.herrera@mail.com,07-03-2023
9,20-01-2024,Diego Torres,Cordoba,Cerveza Rubia 1L,Alimentos,4,2423.0,9692.0,0.3731405225506921,True,False,False,False,2423.0,diego.torres@mail.com,27-03-2023
10,28-05-2024,Diego Diaz,Rio Cuarto,Dulce de Leche 400g,Limpieza,2,2559.0,5118.0,-0.4967948643125672,False,True,False,False,2559.0,diego.diaz@mail.com,21-02-2023
10,28-05-2024,Diego Diaz,Rio Cuarto,Trapo de Piso,Limpieza,4,4854.0,19416.0,2.222561533013817,False,True,False,False,4854.0,diego.diaz@mail.com,21-02-2023
10,28-05-2024,Diego Diaz,Rio Cuarto,Mermelada de Durazno 400g,Alimentos,3,3196.0,9588.0,0.35336061869547153,False,True,False,False,3196.0,diego.diaz@mail.com,21-02-2023
10,28-05-2024,Diego Diaz,Rio Cuarto,Stevia 100 sobres,Limpieza,1,3848.0,3848.0,-0.7383379210061263,False,True,False,False,3848.0,diego.diaz@mail.com,21-02-2023
11,10-04-2024,Tomas Acosta,Rio Cuarto,Té Verde 20 saquitos,Alimentos,1,2383.0,2383.0,-1.016968297428224,False,True,False,False,2383.0,tomas.acosta@mail.com,20-01-2023
11,10-04-2024,Tomas Acosta,Rio Cuarto,Cerveza Rubia 1L,Alimentos,2,2423.0,4846.0,-0.548526920549298,False,True,False,False,2423.0,tomas.acosta@mail.com,20-01-2023
11,10-04-2024,Tomas Acosta,Rio Cuarto,Papas Fritas Clásicas 100g,Limpieza,1,936.0,936.0,-1.2921752289523027,False,True,False,False,936.0,tomas.acosta@mail.com,20-01-2023
12,28-06-2024,Rocio Gonzalez,Cordoba,Ron 700ml,Limpieza,2,3876.0,7752.0,0.004169239097538821,True,False,False,False,3876.0,rocio.gonzalez@mail.com,06-04-2023
12,28-06-2024,Rocio Gonzalez,Cordoba,Azúcar 1kg,Limpieza,2,727.0,1454.0,-1.1936560924426465,True,False,False,False,727.0,rocio.gonzalez@mail.com,06-04-2023
12,28-06-2024,Rocio Gonzalez,Cordoba,Papel Higiénico x4,Limpieza,3,2532.0,7596.0,-0.02550061668529206,True,False,False,False,2532.0,rocio.gonzalez@mail.com,06-04-2023
12,28-06-2024,Rocio Gonzalez,Cordoba,Sopa Instantánea Pollo,Alimentos,3,1679.0,5037.0,-0.5122003663536525,True,False,False,False,1679.0,rocio.gonzalez@mail.com,06-04-2023
12,28-06-2024,Rocio Gonzalez,Cordoba,Mermelada de Frutilla 400g,Limpieza,4,1584.0,6336.0,-0.2651417595466184,True,False,False,False,1584.0,rocio.gonzalez@mail.com,06-04-2023
13,24-01-2024,Uma Medina,Villa Maria,Sopa Instantánea Pollo,Alimentos,1,1679.0,1679.0,-1.1508630312174095,False,False,True,False,1679.0,uma.medina@mail.com,06-01-2023
13,24-01-2024,Uma Medina,Villa Maria,Aceitunas Verdes 200g,Alimentos,3,2520.0,7560.0,-0.03234750648132995,False,False,True,False,2520.0,uma.medina@mail.com,06-01-2023
13,24-01-2024,Uma Medina,Villa Maria,Té Verde 20 saquitos,Alimentos,1,2383.0,2383.0,-1.016968297428224,False,False,True,False,2383.0,uma.medina@mail.com,06-01-2023
14,18-04-2024,Ivana Romero,Alta Gracia,Dulce de Leche 400g,Limpieza,4,2559.0,10236.0,0.4766046350241536,False,True,False,False,2559.0,ivana.romero@mail.com,08-03-2023
14,18-04-2024,Ivana Romero,Alta Gracia,Ron 700ml,Limpieza,5,3876.0,19380.0,2.2157146432177792,False,True,False,False,3876.0,ivana.romero@mail.com,08-03-2023
14,18-04-2024,Ivana Romero,Alta Gracia,Mermelada de Frutilla 400g,Limpieza,3,1584.0,4752.0,-0.5664049105722858,False,True,False,False,1584.0,ivana.romero@mail.com,08-03-2023
14,18-04-2024,Ivana Romero,Alta Gracia,Limpiavidrios 500ml,Alimentos,1,872.0,872.0,-1.3043474774785924,False,True,False,False,872.0,ivana.romero@mail.com,08-03-2023
15,27-06-2024,Bruno Diaz,Rio Cuarto,Mermelada de Durazno 400g,Alimentos,3,3196.0,9588.0,0.35336061869547153,False,False,False,True,3196.0,bruno.diaz@mail.com,25-02-2023
16,12-04-2024,Nicolas Rojas,Carlos Paz,Barrita de Cereal 30g,Alimentos,5,4430.0,22150.0,2.7425447747462504,True,False,False,False,4430.0,nicolas.rojas@mail.com,02-01-2023
17,17-02-2024,Felipe Castro,Villa Maria,Aceitunas Verdes 200g,Alimentos,5,2520.0,12600.0,0.9262170649639755,True,False,False,False,2520.0,felipe.castro@mail.com,29-03-2023
17,17-02-2024,Felipe Castro,Villa Maria,Lentejas Secas 500g,Limpieza,5,3036.0,15180.0,1.4169108336800247,True,False,False,False,3036.0,felipe.castro@mail.com,29-03-2023
17,17-02-2024,Felipe Castro,Villa Maria,Whisky 750ml,Limpieza,3,2953.0,8859.0,0.21471110032570412,True,False,False,False,2953.0,felipe.castro@mail.com,29-03-2023
18,11-06-2024,Camila Ruiz,Carlos Paz,Chocolate con Leche 100g,Alimentos,2,1255.0,2510.0,-0.9928139917588681,False,True,False,False,1255.0,camila.ruiz@mail.com,22-03-2023
18,11-06-2024,Camila Ruiz,Carlos Paz,Fanta Naranja 1.5L,Limpieza,5,2033.0,10165.0,0.4631010468153011,False,True,False,False,2033.0,camila.ruiz@mail.com,22-03-2023
18,11-06-2024,Camila Ruiz,Carlos Paz,Galletitas Chocolate,Limpieza,2,1305.0,2610.0,-0.9737948534365406,False,True,False,False,1305.0,camila.ruiz@mail.com,22-03-2023
18,11-06-2024,Camila Ruiz,Carlos Paz,Leche Descremada 1L,Alimentos,3,2538.0,7614.0,-0.02207717178727311,False,True,False,False,2538.0,camila.ruiz@mail.com,22-03-2023
18,11-06-2024,Camila Ruiz,Carlos Paz,Medialunas de Manteca,Limpieza,5,2069.0,10345.0,0.4973354957954906,False,True,False,False,2069.0,camila.ruiz@mail.com,22-03-2023
19,11-06-2024,Gael Ruiz,Mendiolaza,Mermelada de Frutilla 400g,Limpieza,2,1584.0,3168.0,-0.8676680615979532,True,False,False,False,1584.0,gael.ruiz@mail.com,21-03-2023
19,11-06-2024,Gael Ruiz,Mendiolaza,Desengrasante 500ml,Limpieza,3,2843.0,8529.0,0.1519479438620234,True,False,False,False,2843.0,gael.ruiz@mail.com,21-03-2023
19,11-06-2024,Gael Ruiz,Mendiolaza,Granola 250g,Alimentos,3,4337.0,13011.0,1.0043857234687414,True,False,False,False,4337.0,gael.ruiz@mail.com,21-03-2023
20,13-01-2024,Santiago Castro,Rio Cuarto,Chocolate Amargo 100g,Limpieza,3,2234.0,6702.0,-0.1955317132868998,False,False,True,False,2234.0,santiago.castro@mail.com,16-03-2023
21,19-06-2024,Karina Acosta,Cordoba,Pizza Congelada Muzzarella,Limpieza,5,4286.0,21430.0,2.6056069788254925,False,False,False,True,4286.0,karina.acosta@mail.com,10-01-2023
21,19-06-2024,Karina Acosta,Cordoba,Barrita de Cereal 30g,Alimentos,1,4430.0,4430.0,-0.6276465359701804,False,False,False,True,4430.0,karina.acosta@mail.com,10-01-2023
22,08-05-2024,Julian Alvarez,Villa Maria,Yerba Mate Suave 1kg,Alimentos,2,3878.0,7756.0,0.00493000463043192,False,False,False,True,3878.0,julian.alvarez@mail.com,05-03-2023
22,08-05-2024,Julian Alvarez,Villa Maria,Papas Fritas Clásicas 100g,Limpieza,3,936.0,2808.0,-0.9361369595583322,False,False,False,True,936.0,julian.alvarez@mail.com,05-03-2023
22,08-05-2024,Julian Alvarez,Villa Maria,Galletitas Chocolate,Limpieza,4,1305.0,5220.0,-0.4773953432237932,False,False,False,True,1305.0,julian.alvarez@mail.com,05-03-2023
23,16-05-2024,Emilia Alvarez,Villa Maria,Avena Instantánea 250g,Limpieza,4,3953.0,15812.0,1.5371117878771343,False,False,False,True,3953.0,emilia.alvarez@mail.com,19-03-2023
23,16-05-2024,Emilia Alvarez,Villa Maria,Queso Untable 190g,Alimentos,4,1830.0,7320.0,-0.07799343845491592,False,False,False,True,1830.0,emilia.alvarez@mail.com,19-03-2023
24,14-06-2024,Olivia Ruiz,Mendiolaza,Desodorante Aerosol,Alimentos,2,4690.0,9380.0,0.3138008109850303,False,False,True,False,4690.0,olivia.ruiz@mail.com,24-02-2023
24,14-06-2024,Olivia Ruiz,Mendiolaza,Helado Chocolate 1L,Limpieza,5,1215.0,6075.0,-0.31478171056789317,False,False,True,False,1215.0,olivia.ruiz@mail.com,24-02-2023
25,30-04-2024,Ivana Sanchez,Carlos Paz,Shampoo 400ml,Alimentos,1,1407.0,1407.0,-1.2025950874541402,False,False,False,True,1407.0,ivana.sanchez@mail.com,13-01-2023
25,30-04-2024,Ivana Sanchez,Carlos Paz,Mascarilla Capilar,Alimentos,5,1581.0,7905.0,0.03326852073069988,False,False,False,True,1581.0,ivana.sanchez@mail.com,13-01-2023
25,30-04-2024,Ivana Sanchez,Carlos Paz,Ron 700ml,Limpieza,1,3876.0,3876.0,-0.7330125622758746,False,False,False,True,3876.0,ivana.sanchez@mail.com,13-01-2023
26,23-01-2024,Olivia Gomez,Rio Cuarto,Hamburguesas Congeladas x4,Alimentos,2,2420.0,4840.0,-0.5496680688486376,True,False,False,False,2420.0,olivia.gomez@mail.com,18-02-2023
26,23-01-2024,Olivia Gomez,Rio Cuarto,Jugo en Polvo Limón,Limpieza,1,4090.0,4090.0,-0.6923116062660938,True,False,False,False,4090.0,olivia.gomez@mail.com,18-02-2023
27,25-02-2024,Yamila Molina,Carlos Paz,Jugo de Manzana 1L,Alimentos,4,3269.0,13076.0,1.0167481633782542,False,False,False,True,3269.0,yamila.molina@mail.com,09-01-2023
27,25-02-2024,Yamila Molina,Carlos Paz,Verduras Congeladas Mix,Limpieza,4,4289.0,17156.0,1.7927290069292159,False,False,False,True,4289.0,yamila.molina@mail.com,09-01-2023
28,20-05-2024,Diego Diaz,Rio Cuarto,Whisky 750ml,Limpieza,1,2953.0,2953.0,-0.9085592089909573,False,True,False,False,2953.0,diego.diaz@mail.com,21-02-2023
28,20-05-2024,Diego Diaz,Rio Cuarto,Desodorante Aerosol,Alimentos,2,4690.0,9380.0,0.3138008109850303,False,True,False,False,4690.0,diego.diaz@mail.com,21-02-2023
28,20-05-2024,Diego Diaz,Rio Cuarto,Ron 700ml,Limpieza,1,3876.0,3876.0,-0.7330125622758746,False,True,False,False,3876.0,diego.diaz@mail.com,21-02-2023
28,20-05-2024,Diego Diaz,Rio Cuarto,Queso Rallado 150g,Limpieza,2,3444.0,6888.0,-0.16015611600737067,False,True,False,False,3444.0,diego.diaz@mail.com,21-02-2023
28,20-05-2024,Diego Diaz,Rio Cuarto,Alfajor Simple,Alimentos,5,2502.0,12510.0,0.9090998404738807,False,True,False,False,2502.0,diego.diaz@mail.com,21-02-2023
29,20-02-2024,Olivia Gomez,Rio Cuarto,Caramelos Masticables,Limpieza,1,4752.0,4752.0,-0.5664049105722858,False,True,False,False,4752.0,olivia.gomez@mail.com,18-02-2023
29,20-02-2024,Olivia Gomez,Rio Cuarto,Dulce de Leche 400g,Limpieza,2,2559.0,5118.0,-0.4967948643125672,False,True,False,False,2559.0,olivia.gomez@mail.com,18-02-2023
29,20-02-2024,Olivia Gomez,Rio Cuarto,Vodka 700ml,Alimentos,4,508.0,2032.0,-1.0837254729395935,False,True,False,False,508.0,olivia.gomez@mail.com,18-02-2023
29,20-02-2024,Olivia Gomez,Rio Cuarto,Alfajor Simple,Alimentos,2,2502.0,5004.0,-0.5184766820000205,False,True,False,False,2502.0,olivia.gomez@mail.com,18-02-2023
29,20-02-2024,Olivia Gomez,Rio Cuarto,Cerveza Negra 1L,Limpieza,1,1533.0,1533.0,-1.1786309731680076,False,True,False,False,1533.0,olivia.gomez@mail.com,18-02-2023
30,03-03-2024,Gael Rojas,Alta Gracia,Harina de Trigo 1kg,Alimentos,4,2512.0,10048.0,0.44084865497817793,True,False,False,False,2512.0,gael.rojas@mail.com,03-04-2023
30,03-03-2024,Gael Rojas,Alta Gracia,Verduras Congeladas Mix,Limpieza,3,4289.0,12867.0,0.9769981642845899,True,False,False,False,4289.0,gael.rojas@mail.com,03-04-2023
30,03-03-2024,Gael Rojas,Alta Gracia,Aceitunas Negras 200g,Limpieza,4,2394.0,9576.0,0.3510783220967922,True,False,False,False,2394.0,gael.rojas@mail.com,03-04-2023
30,03-03-2024,Gael Rojas,Alta Gracia,Jugo de Manzana 1L,Alimentos,1,3269.0,3269.0,-0.8484587318924025,True,False,False,False,3269.0,gael.rojas@mail.com,03-04-2023
31,22-05-2024,Uma Silva,Mendiolaza,Crema Dental 90g,Limpieza,4,2512.0,10048.0,0.44084865497817793,False,False,True,False,2512.0,uma.silva@mail.com,19-01-2023
31,22-05-2024,Uma Silva,Mendiolaza,Toallas Húmedas x50,Limpieza,3,2902.0,8706.0,0.18561181869254306,False,False,True,False,2902.0,uma.silva@mail.com,19-01-2023
31,22-05-2024,Uma Silva,Mendiolaza,Queso Azul 150g,Limpieza,5,1645.0,8225.0,0.09412976336214784,False,False,True,False,1645.0,uma.silva@mail.com,19-01-2023
32,30-01-2024,Felipe Ruiz,Villa Maria,Ron 700ml,Limpieza,5,3876.0,19380.0,2.2157146432177792,True,False,False,False,3876.0,felipe.ruiz@mail.com,31-01-2023
32,30-01-2024,Felipe Ruiz,Villa Maria,Lavandina 1L,Alimentos,4,1664.0,6656.0,-0.20428051691517043,True,False,False,False,1664.0,felipe.ruiz@mail.com,31-01-2023
32,30-01-2024,Felipe Ruiz,Villa Maria,Queso Cremoso 500g,Alimentos,3,4834.0,14502.0,1.2879610758546443,True,False,False,False,4834.0,felipe.ruiz@mail.com,31-01-2023
32,30-01-2024,Felipe Ruiz,Villa Maria,Barrita de Cereal 30g,Alimentos,3,4430.0,13290.0,1.057449119388035,True,False,False,False,4430.0,felipe.ruiz@mail.com,31-01-2023
33,13-02-2024,Uma Medina,Villa Maria,Garbanzos 500g,Alimentos,2,2939.0,5878.0,-0.3522494130628783,True,False,False,False,2939.0,uma.medina@mail.com,06-01-2023
33,13-02-2024,Uma Medina,Villa Maria,Pizza Congelada Muzzarella,Limpieza,4,4286.0,17144.0,1.7904467103305366,True,False,False,False,4286.0,uma.medina@mail.com,06-01-2023
33,13-02-2024,Uma Medina,Villa Maria,Trapo de Piso,Limpieza,1,4854.0,4854.0,-0.5470053894835117,True,False,False,False,4854.0,uma.medina@mail.com,06-01-2023
33,13-02-2024,Uma Medina,Villa Maria,Desodorante Aerosol,Alimentos,2,4690.0,9380.0,0.3138008109850303,True,False,False,False,4690.0,uma.medina@mail.com,06-01-2023
34,13-01-2024,Karina Acosta,Rio Cuarto,Yerba Mate Intensa 1kg,Limpieza,1,4883.0,4883.0,-0.5414898393700368,False,False,False,True,4883.0,karina.acosta2@mail.com,27-02-2023
34,13-01-2024,Karina Acosta,Rio Cuarto,Chocolate Amargo 100g,Limpieza,5,2234.0,11170.0,0.6542433869546923,False,False,False,True,2234.0,karina.acosta2@mail.com,27-02-2023
35,30-05-2024,Guadalupe Martinez,Rio Cuarto,Cepillo de Dientes,Alimentos,3,2142.0,6426.0,-0.24802453505652367,True,False,False,False,2142.0,guadalupe.martinez@mail.com,02-03-2023
35,30-05-2024,Guadalupe Martinez,Rio Cuarto,Helado de Frutilla 1L,Limpieza,2,1981.0,3962.0,-0.716656103318673,True,False,False,False,1981.0,guadalupe.martinez@mail.com,02-03-2023
35,30-05-2024,Guadalupe Martinez,Rio Cuarto,Caldo Concentrado Carne,Limpieza,5,2570.0,12850.0,0.9737649107697942,True,False,False,False,2570.0,guadalupe.martinez@mail.com,02-03-2023
36,25-06-2024,Agustina Flores,Cordoba,Azúcar 1kg,Limpieza,4,727.0,2908.0,-0.9171178212360047,False,False,True,False,727.0,agustina.flores@mail.com,05-01-2023
36,25-06-2024,Agustina Flores,Cordoba,Porotos Negros 500g,Limpieza,2,4462.0,8924.0,0.22707354023521698,False,False,True,False,4462.0,agustina.flores@mail.com,05-01-2023
37,17-05-2024,Julian Acosta,Rio Cuarto,Queso Rallado 150g,Limpieza,3,3444.0,10332.0,0.494863007813588,False,True,False,False,3444.0,julian.acosta@mail.com,26-02-2023
38,29-05-2024,Bruno Diaz,Rio Cuarto,Stevia 100 sobres,Limpieza,5,3848.0,19240.0,2.1890878495665205,False,False,True,False,3848.0,bruno.diaz@mail.com,25-02-2023
38,29-05-2024,Bruno Diaz,Rio Cuarto,Leche Entera 1L,Limpieza,3,1723.0,5169.0,-0.4870951037681802,False,False,True,False,1723.0,bruno.diaz@mail.com,25-02-2023
38,29-05-2024,Bruno Diaz,Rio Cuarto,Cerveza Rubia 1L,Alimentos,5,2423.0,12115.0,0.8339742441006871,False,False,True,False,2423.0,bruno.diaz@mail.com,25-02-2023
38,29-05-2024,Bruno Diaz,Rio Cuarto,Agua Mineral 500ml,Alimentos,3,4777.0,14331.0,1.2554383493234642,False,False,True,False,4777.0,bruno.diaz@mail.com,25-02-2023
39,05-03-2024,Agustina Flores,Cordoba,Arroz Largo Fino 1kg,Limpieza,4,2979.0,11916.0,0.7961261588392554,True,False,False,False,2979.0,agustina.flores@mail.com,05-01-2023
39,05-03-2024,Agustina Flores,Cordoba,Medialunas de Manteca,Limpieza,2,2069.0,4138.0,-0.6831824198713766,True,False,False,False,2069.0,agustina.flores@mail.com,05-01-2023
39,05-03-2024,Agustina Flores,Cordoba,Caramelos Masticables,Limpieza,4,4752.0,19008.0,2.144963448658721,True,False,False,False,4752.0,agustina.flores@mail.com,05-01-2023
39,05-03-2024,Agustina Flores,Cordoba,Aceitunas Verdes 200g,Alimentos,4,2520.0,10080.0,0.44693477924132274,True,False,False,False,2520.0,agustina.flores@mail.com,05-01-2023
40,13-05-2024,Tomas Ruiz,Cordoba,Arroz Largo Fino 1kg,Limpieza,2,2979.0,5958.0,-0.3370341024050163,True,False,False,False,2979.0,tomas.ruiz@mail.com,15-01-2023
41,08-03-2024,Diego Fernandez,Alta Gracia,Sal Fina 500g,Alimentos,1,1745.0,1745.0,-1.1383103999246733,False,False,True,False,1745.0,diego.fernandez@mail.com,29-01-2023
41,08-03-2024,Diego Fernandez,Alta Gracia,Leche Descremada 1L,Alimentos,1,2538.0,2538.0,-0.9874886330286164,False,False,True,False,2538.0,diego.fernandez@mail.com,29-01-2023
42,18-04-2024,Gael Gomez,Alta Gracia,Garbanzos 500g,Alimentos,3,2939.0,8817.0,0.20672306223032658,False,False,True,False,2939.0,gael.gomez@mail.com,12-01-2023
42,18-04-2024,Gael Gomez,Alta Gracia,Papas Fritas Onduladas 100g,Alimentos,1,1868.0,1868.0,-1.1149168597882106,False,False,True,False,1868.0,gael.gomez@mail.com,12-01-2023
42,18-04-2024,Gael Gomez,Alta Gracia,Gin 700ml,Alimentos,3,1561.0,4683.0,-0.5795281160146918,False,False,True,False,1561.0,gael.gomez@mail.com,12-01-2023
43,18-02-2024,Helena Fernandez,Rio Cuarto,Coca Cola 1.5L,Alimentos,5,2347.0,11735.0,0.7617015184758427,True,False,False,False,2347.0,helena.fernandez@mail.com,23-01-2023
43,18-02-2024,Helena Fernandez,Rio Cuarto,Harina de Trigo 1kg,Alimentos,2,2512.0,5024.0,-0.5146728543355551,True,False,False,False,2512.0,helena.fernandez@mail.com,23-01-2023
43,18-02-2024,Helena Fernandez,Rio Cuarto,Cerveza Negra 1L,Limpieza,2,1533.0,3066.0,-0.8870675826867273,True,False,False,False,1533.0,helena.fernandez@mail.com,23-01-2023
44,21-02-2024,Elena Rodriguez,Alta Gracia,Porotos Negros 500g,Limpieza,1,4462.0,4462.0,-0.6215604117070356,True,False,False,False,4462.0,elena.rodriguez@mail.com,21-01-2023
44,21-02-2024,Elena Rodriguez,Alta Gracia,Garbanzos 500g,Alimentos,2,2939.0,5878.0,-0.3522494130628783,True,False,False,False,2939.0,elena.rodriguez@mail.com,21-01-2023
44,21-02-2024,Elena Rodriguez,Alta Gracia,Trapo de Piso,Limpieza,2,4854.0,9708.0,0.3761835846822645,True,False,False,False,4854.0,elena.rodriguez@mail.com,21-01-2023
45,19-01-2024,Tomas Ruiz,Cordoba,Té Negro 20 saquitos,Limpieza,2,570.0,1140.0,-1.2533761867747546,True,False,False,False,570.0,tomas.ruiz@mail.com,15-01-2023
45,19-01-2024,Tomas Ruiz,Cordoba,Queso Rallado 150g,Limpieza,2,3444.0,6888.0,-0.16015611600737067,True,False,False,False,3444.0,tomas.ruiz@mail.com,15-01-2023
45,19-01-2024,Tomas Ruiz,Cordoba,Sopa Instantánea Pollo,Alimentos,4,1679.0,6716.0,-0.19286903392177396,True,False,False,False,1679.0,tomas.ruiz@mail.com,15-01-2023
45,19-01-2024,Tomas Ruiz,Cordoba,Desengrasante 500ml,Limpieza,1,2843.0,2843.0,-0.9294802611455175,True,False,False,False,2843.0,tomas.ruiz@mail.com,15-01-2023
45,19-01-2024,Tomas Ruiz,Cordoba,Detergente Líquido 750ml,Limpieza,2,2582.0,5164.0,-0.48804606068429657,True,False,False,False,2582.0,tomas.ruiz@mail.com,15-01-2023
46,25-03-2024,Agustina Martinez,Alta Gracia,Pan Lactal Integral,Alimentos,1,272.0,272.0,-1.4184623074125573,False,False,True,False,272.0,agustina.martinez@mail.com,15-02-2023
47,04-05-2024,Diego Diaz,Rio Cuarto,Salsa de Tomate 500g,Alimentos,5,887.0,4435.0,-0.6266955790540639,False,False,False,True,887.0,diego.diaz@mail.com,21-02-2023
47,04-05-2024,Diego Diaz,Rio Cuarto,Jugo de Naranja 1L,Limpieza,3,4170.0,12510.0,0.9090998404738807,False,False,False,True,4170.0,diego.diaz@mail.com,21-02-2023
48,26-01-2024,Pablo Sanchez,Cordoba,Fernet 750ml,Limpieza,1,4061.0,4061.0,-0.6978271563795687,False,True,False,False,4061.0,pablo.sanchez@mail.com,25-03-2023
48,26-01-2024,Pablo Sanchez,Cordoba,Jabón de Tocador,Limpieza,5,1592.0,7960.0,0.043729046807979996,False,True,False,False,1592.0,pablo.sanchez@mail.com,25-03-2023
48,26-01-2024,Pablo Sanchez,Cordoba,Servilletas x100,Alimentos,4,4520.0,18080.0,1.9684658450275219,False,True,False,False,4520.0,pablo.sanchez@mail.com,25-03-2023
49,02-06-2024,Agustina Flores,Cordoba,Chicle Menta,Alimentos,2,3612.0,7224.0,-0.09625181124435031,True,False,False,False,3612.0,agustina.flores@mail.com,05-01-2023
49,02-06-2024,Agustina Flores,Cordoba,Pan Lactal Integral,Alimentos,4,272.0,1088.0,-1.263266138702365,True,False,False,False,272.0,agustina.flores@mail.com,05-01-2023
49,02-06-2024,Agustina Flores,Cordoba,Chicle Menta,Alimentos,4,3612.0,14448.0,1.2776907411605873,True,False,False,False,3612.0,agustina.flores@mail.com,05-01-2023
49,02-06-2024,Agustina Flores,Cordoba,Queso Rallado 150g,Limpieza,3,3444.0,10332.0,0.494863007813588,True,False,False,False,3444.0,agustina.flores@mail.com,05-01-2023
49,02-06-2024,Agustina Flores,Cordoba,Jugo en Polvo Naranja,Alimentos,3,1856.0,5568.0,-0.4112087418620935,True,False,False,False,1856.0,agustina.flores@mail.com,05-01-2023
50,09-01-2024,Bruno Castro,Carlos Paz,Yerba Mate Intensa 1kg,Limpieza,2,4883.0,9766.0,0.38721468490921446,False,False,False,True,4883.0,bruno.castro@mail.com,08-01-2023
50,09-01-2024,Bruno Castro,Carlos Paz,Turrón 50g,Limpieza,5,503.0,2515.0,-0.9918630348427517,False,False,False,True,503.0,bruno.castro@mail.com,08-01-2023
